seq,seq_list,BP_Name,mean_rating,seq_length,unique_pitches,log_len,interval,entropy
12 12 1 1 12 12 1 12 12,,220527_WHAR.txt,33.333333333333336,9,2,3.169925001442312,,1.5
12 3 12 4 2 1 4 2 2 8 3 12,,220530_ENOO.txt,98,12,6,3.584962500721156,,3.095795255000934
2 1 0 11 2,,220527_WHAR.txt,41.07142857142857,5,4,2.321928094887362,,1.5
2 1 2 3 2 1 3 4 2 3 2 3,,220525_EABR.txt,70.7032967032967,12,4,3.584962500721156,,1.6767370300521325
2 1 2 9 2 1 3 9 2 3 2 9,,220525_EABR.txt,43.23076923076923,12,4,3.584962500721156,,2.481714572986073
2 1 8 9 2 1 8 9 2 3 8 9,,220525_EABR.txt,47.75,12,5,3.584962500721156,,2.186704345910025
2 10 9 4 7 4 6 7 6 9 1 11,,220524_ISOL.txt,87.05263157894737,12,8,3.584962500721156,,3.095795255000934
2 12 6 8 9 2 11 10 5 12 4 3 9 7 11 10 4 5 9 2 5 10 11 12 8 6 3 10 11 3 8 12 1 0 0 1 12 11 10 4 8 7,,220524_CVON.txt,86.23076923076923,42,13,5.392317422778761,,3.944963054352386
2 2 1 1 1 2 2 1 1 1 2 2,,220525_KZHU.txt,32,12,2,3.584962500721156,,1.3092966682370037
2 3 1 10 10 11 11 10 10 1 3 2,,220524_CVON.txt,68.25,12,5,3.584962500721156,,2.663532754804255
2 3 10 5 2 3,,220525_LMAR.txt,46.34166666666667,6,4,2.584962500721156,,1.9219280948873623
2 3 4 6 7 9 10 9 8 7 6 5 4,,220525_KZHU.txt,39.4875,13,9,3.700439718141092,,1.4591479170272448
2 3 4 8 9 10 4 3,,220527_WHAR.txt,68,8,6,3,,1.6644977792004614
2 4 5 8 4,,220527_WHAR.txt,36.82656837606837,5,4,2.321928094887362,,2
2 6 9 3 10 6 5 7 3 6 9 6 4,,220530_ENOO.txt,73.23076923076923,13,8,3.700439718141092,,3.0220552088742005
3 3 3 8 0 10 4 3,,220527_WHAR.txt,43.7,8,5,3,,2.521640636343318
3 6 8 1 4 7 3 7 10 3 6 3,,220525_EABR.txt,85.16666666666667,12,7,3.584962500721156,,2.2221915755066783
3 8 12 10 9 7 3 2 8,,220524_CVON.txt,57.27777777777778,9,7,3.169925001442312,,2.5
4 10 4 6 10 2,,220525_EABR.txt,46.2,6,4,2.584962500721156,,2.321928094887362
4 3 5 2 3,,220523_ACAS.txt,30.275210084033617,5,4,2.321928094887362,,2
4 3 8 2 3,,220523_ACAS.txt,26.363636363636367,5,4,2.321928094887362,,2
4 4 7 5 3 7 5 5 8 3 5 3,,220524_ISOL.txt,73.16666666666667,12,5,3.584962500721156,,2.3685225277282065
4 9 5 2 10 1 3 7 10 0 6 10,,220530_ENOO.txt,69.125,12,10,3.584962500721156,,3.277613436819116
4 9 5 9 11 9 3 7 4 10 12 10,,220530_ENOO.txt,71.63636363636364,12,8,3.584962500721156,,2.9139770731827523
4 9 5 9 11 9 3 7 4 10 6 10,,220530_ENOO.txt,72.25,12,8,3.584962500721156,,2.845350936622437
5 2 10 5 2 4 3 8 1 3 5 2,,220530_MDON.txt,69.33333333333333,12,7,3.584962500721156,,2.5949066182439395
5 2 5 9 7 5 3 2 3 7 11,,220530_ETEK.txt,62.27272727272727,11,6,3.4594316186372973,,2.3709505944546687
5 3 1 12 12 12 3 4,,220527_WHAR.txt,68.78571428571429,8,5,3,,2.2359263506290326
5 6 10 6 5 6 10 6 5 6 10 6,,220525_KZHU.txt,45.36425339366516,12,3,3.584962500721156,,1.9808259362290785
5 6 5 6 5 6 5 6 5 6 5 6 5,,220530_ENOO.txt,16.357142857142854,13,2,3.700439718141092,,1
5 6 5 6 5 7 5 7 5 6 5 6,,220525_KZHU.txt,39.545833333333334,12,3,3.584962500721156,,1.9362600275315274
5 8 2 3 4 5 6 7 8 1 8 0 9,,220530_MDON.txt,69.3076923076923,13,10,3.700439718141092,,2.292481250360578
5 8 5 4 5 3,,220525_KZHU.txt,46.01339285714286,6,4,2.584962500721156,,2.321928094887362
6 3 4 3 2 4 3 4 11 2 5 2,,220530_ETEK.txt,68.22121212121212,12,6,3.584962500721156,,2.663532754804255
6 4 11 7 1 7 10 3 6 8 0,,220530_ETEK.txt,67.98333333333333,11,9,3.4594316186372973,,3.1219280948873624
6 4 5 2 11 8 2 4 7,,220527_WHAR.txt,53.266666666666666,9,7,3.169925001442312,,2.75
6 5 4 3 4 3 6 2 8 1 10 0 12,,220530_MDON.txt,85.08,13,10,3.700439718141092,,2.9182958340544896
6 5 7 6 5 3 4 7 3 8 7 6 4,,220525_KZHU.txt,77.85897435897436,13,6,3.700439718141092,,2.4508257945180882
7 12 3 0 10 2 5 9 11,,220527_WHAR.txt,68.75,9,9,3.169925001442312,,3
7 3 10 1 12 11 12 6 12,,220527_WHAR.txt,60.33333333333333,9,7,3.169925001442312,,3
7 3 4 6 4 10,,220530_MDON.txt,49.53846153846154,6,5,2.584962500721156,,2.321928094887362
7 5 10 0 2 0 4 11 8 0 4 10,,220525_LMAR.txt,67.24542124542124,12,8,3.584962500721156,,3.095795255000934
7 5 3 6 4 0 1 2 5 6 10 6,,220525_KZHU.txt,64.50625,12,9,3.584962500721156,,2.2312702546075758
7 9 10 1 2 3 5 1 2 5 8 3 4,,220530_MDON.txt,68.52380952380952,13,9,3.700439718141092,,2.2841591278514217
8 5 3 6 2 3 4 7 3 5 4 3 4,,220525_KZHU.txt,70.29761904761905,13,7,3.700439718141092,,2.688721875540867
8 5 7 3 11 1,,220525_LMAR.txt,47.92829131652661,6,6,2.584962500721156,,2.321928094887362
8 7 5 9 2 4,,220530_MDON.txt,NA,6,6,2.584962500721156,,2.321928094887362
9 3 7 4 5 8,,220525_LMAR.txt,45.780952380952385,6,6,2.584962500721156,,2.321928094887362
9 4 12 3 9 0 11 1 3 1 5 12 0,,220530_ETEK.txt,76.41666666666667,13,8,3.700439718141092,,3.418295834054489
9 4 8 4 2 1 4 2 2 8 3 12,,220530_ENOO.txt,68.5625,12,7,3.584962500721156,,3.0957952550009344
9 5 7 2 0 1,,220525_LMAR.txt,48.164468864468866,6,6,2.584962500721156,,2.321928094887362
9 6 3 5 9 11,,220530_ENOO.txt,30.428571428571427,6,5,2.584962500721156,,1.5219280948873621
9 7 5 6 5 3 4 7 3 8 7 6 4,,220525_KZHU.txt,79.225,13,7,3.700439718141092,,2.355388542207534
